"Major area, region, country or area *",Period,Age (x),Age interval (n),"Central death rate m(x,n)"
Poland,2010-2015,65,5,0.01991
Poland,2010-2015,70,5,0.02819
Poland,2010-2015,75,5,0.04434
Poland,2010-2015,80,5,0.07377
Poland,2010-2015,85,15,0.15947
Polynesia,2010-2015,0,1,0.01586
Polynesia,2010-2015,1,4,0.00070
Polynesia,2010-2015,5,5,0.00028
Polynesia,2010-2015,10,5,0.00023
Polynesia,2010-2015,15,5,0.00043
Polynesia,2010-2015,20,5,0.00066
Polynesia,2010-2015,25,5,0.00081
Polynesia,2010-2015,30,5,0.00100
Polynesia,2010-2015,35,5,0.00141
Polynesia,2010-2015,40,5,0.00218
Polynesia,2010-2015,45,5,0.00353
Polynesia,2010-2015,50,5,0.00587
Polynesia,2010-2015,55,5,0.00965
Polynesia,2010-2015,60,5,0.01574
Polynesia,2010-2015,65,5,0.02510
Polynesia,2010-2015,70,5,0.03924
Polynesia,2010-2015,75,5,0.06145
Polynesia,2010-2015,80,5,0.09477
Polynesia,2010-2015,85,15,0.17643
Portugal,2010-2015,0,1,0.00330
Portugal,2010-2015,1,4,0.00016
Portugal,2010-2015,5,5,0.00010
Portugal,2010-2015,10,5,0.00010
Portugal,2010-2015,15,5,0.00024
Portugal,2010-2015,20,5,0.00041
Portugal,2010-2015,25,5,0.00044
Portugal,2010-2015,30,5,0.00060
Portugal,2010-2015,35,5,0.00096
Portugal,2010-2015,40,5,0.00163
Portugal,2010-2015,45,5,0.00264
Portugal,2010-2015,50,5,0.00403
Portugal,2010-2015,55,5,0.00564
Portugal,2010-2015,60,5,0.00774
Portugal,2010-2015,65,5,0.01197
Portugal,2010-2015,70,5,0.01936
Portugal,2010-2015,75,5,0.03449
Portugal,2010-2015,80,5,0.06606
Portugal,2010-2015,85,15,0.16463
Puerto Rico,2010-2015,0,1,0.00629
Puerto Rico,2010-2015,1,4,0.00024
Puerto Rico,2010-2015,5,5,0.00009
Puerto Rico,2010-2015,10,5,0.00012
Puerto Rico,2010-2015,15,5,0.00042
Puerto Rico,2010-2015,20,5,0.00081
Puerto Rico,2010-2015,25,5,0.00110
Puerto Rico,2010-2015,30,5,0.00133
Puerto Rico,2010-2015,35,5,0.00164
Puerto Rico,2010-2015,40,5,0.00220
Puerto Rico,2010-2015,45,5,0.00314
Puerto Rico,2010-2015,50,5,0.00443
Puerto Rico,2010-2015,55,5,0.00612
Puerto Rico,2010-2015,60,5,0.00907
Puerto Rico,2010-2015,65,5,0.01464
Puerto Rico,2010-2015,70,5,0.02367
Puerto Rico,2010-2015,75,5,0.03850
Puerto Rico,2010-2015,80,5,0.06201
Puerto Rico,2010-2015,85,15,0.13762
Qatar,2010-2015,0,1,0.00649
Qatar,2010-2015,1,4,0.00036
Qatar,2010-2015,5,5,0.00020
Qatar,2010-2015,10,5,0.00027
Qatar,2010-2015,15,5,0.00059
Qatar,2010-2015,20,5,0.00079
Qatar,2010-2015,25,5,0.00064
Qatar,2010-2015,30,5,0.00062
Qatar,2010-2015,35,5,0.00067
Qatar,2010-2015,40,5,0.00096
Qatar,2010-2015,45,5,0.00140
Qatar,2010-2015,50,5,0.00244
Qatar,2010-2015,55,5,0.00663
Qatar,2010-2015,60,5,0.01170
Qatar,2010-2015,65,5,0.01936
Qatar,2010-2015,70,5,0.03249
Qatar,2010-2015,75,5,0.05329
Qatar,2010-2015,80,5,0.08430
Qatar,2010-2015,85,15,0.16796
Republic of Korea,2010-2015,0,1,0.00292
Republic of Korea,2010-2015,1,4,0.00021
Republic of Korea,2010-2015,5,5,0.00011
Republic of Korea,2010-2015,10,5,0.00011
Republic of Korea,2010-2015,15,5,0.00026
Republic of Korea,2010-2015,20,5,0.00039
Republic of Korea,2010-2015,25,5,0.00051
Republic of Korea,2010-2015,30,5,0.00069
Republic of Korea,2010-2015,35,5,0.00090
Republic of Korea,2010-2015,40,5,0.00138
Republic of Korea,2010-2015,45,5,0.00219
Republic of Korea,2010-2015,50,5,0.00327
Republic of Korea,2010-2015,55,5,0.00460
Republic of Korea,2010-2015,60,5,0.00679
Republic of Korea,2010-2015,65,5,0.01066
Republic of Korea,2010-2015,70,5,0.01916
Republic of Korea,2010-2015,75,5,0.03436
Republic of Korea,2010-2015,80,5,0.06242
Republic of Korea,2010-2015,85,15,0.15148
Republic of Moldova,2010-2015,0,1,0.01100
Republic of Moldova,2010-2015,1,4,0.00063
Republic of Moldova,2010-2015,5,5,0.00026
Republic of Moldova,2010-2015,10,5,0.00020
Republic of Moldova,2010-2015,15,5,0.00045
Republic of Moldova,2010-2015,20,5,0.00061
Republic of Moldova,2010-2015,25,5,0.00090
Republic of Moldova,2010-2015,30,5,0.00138
Republic of Moldova,2010-2015,35,5,0.00244
Republic of Moldova,2010-2015,40,5,0.00342
Republic of Moldova,2010-2015,45,5,0.00607
Republic of Moldova,2010-2015,50,5,0.00903
Republic of Moldova,2010-2015,55,5,0.01366
Republic of Moldova,2010-2015,60,5,0.02287
Republic of Moldova,2010-2015,65,5,0.03034
Republic of Moldova,2010-2015,70,5,0.04863
Republic of Moldova,2010-2015,75,5,0.07882
Republic of Moldova,2010-2015,80,5,0.12623
Republic of Moldova,2010-2015,85,15,0.22022
Réunion,2010-2015,0,1,0.00421
Réunion,2010-2015,1,4,0.00015
Réunion,2010-2015,5,5,0.00011
Réunion,2010-2015,10,5,0.00011
Réunion,2010-2015,15,5,0.00038
Réunion,2010-2015,20,5,0.00067
Réunion,2010-2015,25,5,0.00064
Réunion,2010-2015,30,5,0.00083
Réunion,2010-2015,35,5,0.00136
Réunion,2010-2015,40,5,0.00216
Réunion,2010-2015,45,5,0.00358
Réunion,2010-2015,50,5,0.00451
Réunion,2010-2015,55,5,0.00674
Réunion,2010-2015,60,5,0.00998
Réunion,2010-2015,65,5,0.01601
Réunion,2010-2015,70,5,0.02335
Réunion,2010-2015,75,5,0.03660
Réunion,2010-2015,80,5,0.06261
Réunion,2010-2015,85,15,0.13570
Romania,2010-2015,0,1,0.00973
Romania,2010-2015,1,4,0.00077
Romania,2010-2015,5,5,0.00022
Romania,2010-2015,10,5,0.00012
Romania,2010-2015,15,5,0.00061
Romania,2010-2015,20,5,0.00061
Romania,2010-2015,25,5,0.00065
Romania,2010-2015,30,5,0.00083
Romania,2010-2015,35,5,0.00127
Romania,2010-2015,40,5,0.00230
Romania,2010-2015,45,5,0.00481
Romania,2010-2015,50,5,0.00799
Romania,2010-2015,55,5,0.01113
Romania,2010-2015,60,5,0.01530
Romania,2010-2015,65,5,0.02284
Romania,2010-2015,70,5,0.03485
Romania,2010-2015,75,5,0.05544
Romania,2010-2015,80,5,0.09947
Romania,2010-2015,85,15,0.20076
Russian Federation,2010-2015,0,1,0.00831
Russian Federation,2010-2015,1,4,0.00049
Russian Federation,2010-2015,5,5,0.00028
Russian Federation,2010-2015,10,5,0.00031
Russian Federation,2010-2015,15,5,0.00082
Russian Federation,2010-2015,20,5,0.00157
Russian Federation,2010-2015,25,5,0.00260
Russian Federation,2010-2015,30,5,0.00406
Russian Federation,2010-2015,35,5,0.00494
Russian Federation,2010-2015,40,5,0.00588
Russian Federation,2010-2015,45,5,0.00781
Russian Federation,2010-2015,50,5,0.01068
Russian Federation,2010-2015,55,5,0.01521
Russian Federation,2010-2015,60,5,0.02150
Russian Federation,2010-2015,65,5,0.02822
Russian Federation,2010-2015,70,5,0.04192
Russian Federation,2010-2015,75,5,0.06361
Russian Federation,2010-2015,80,5,0.10292
Russian Federation,2010-2015,85,15,0.20827
Rwanda,2010-2015,0,1,0.05126
Rwanda,2010-2015,1,4,0.00627
Rwanda,2010-2015,5,5,0.00231
Rwanda,2010-2015,10,5,0.00144
Rwanda,2010-2015,15,5,0.00210
Rwanda,2010-2015,20,5,0.00302
Rwanda,2010-2015,25,5,0.00378
Rwanda,2010-2015,30,5,0.00476
Rwanda,2010-2015,35,5,0.00638
Rwanda,2010-2015,40,5,0.00741
Rwanda,2010-2015,45,5,0.00823
Rwanda,2010-2015,50,5,0.00979
Rwanda,2010-2015,55,5,0.01211
Rwanda,2010-2015,60,5,0.01824
Rwanda,2010-2015,65,5,0.02871
Rwanda,2010-2015,70,5,0.04641
Rwanda,2010-2015,75,5,0.07555
Rwanda,2010-2015,80,5,0.12276
Rwanda,2010-2015,85,15,0.22386
Saint Lucia,2010-2015,0,1,0.01102
Saint Lucia,2010-2015,1,4,0.00098
Saint Lucia,2010-2015,5,5,0.00042
Saint Lucia,2010-2015,10,5,0.00047
Saint Lucia,2010-2015,15,5,0.00089
Saint Lucia,2010-2015,20,5,0.00115
Saint Lucia,2010-2015,25,5,0.00130
Saint Lucia,2010-2015,30,5,0.00161
Saint Lucia,2010-2015,35,5,0.00204
Saint Lucia,2010-2015,40,5,0.00297
Saint Lucia,2010-2015,45,5,0.00451
Saint Lucia,2010-2015,50,5,0.00629
Saint Lucia,2010-2015,55,5,0.00970
Saint Lucia,2010-2015,60,5,0.01536
Saint Lucia,2010-2015,65,5,0.02246
Saint Lucia,2010-2015,70,5,0.03376
Saint Lucia,2010-2015,75,5,0.05057
Saint Lucia,2010-2015,80,5,0.07454
Saint Lucia,2010-2015,85,15,0.14125
Saint Vincent and the Grenadines,2010-2015,0,1,0.01677
Saint Vincent and the Grenadines,2010-2015,1,4,0.00111
Saint Vincent and the Grenadines,2010-2015,5,5,0.00045
Saint Vincent and the Grenadines,2010-2015,10,5,0.00032
Saint Vincent and the Grenadines,2010-2015,15,5,0.00055
Saint Vincent and the Grenadines,2010-2015,20,5,0.00083
Saint Vincent and the Grenadines,2010-2015,25,5,0.00132
Saint Vincent and the Grenadines,2010-2015,30,5,0.00229
Saint Vincent and the Grenadines,2010-2015,35,5,0.00352
Saint Vincent and the Grenadines,2010-2015,40,5,0.00459
Saint Vincent and the Grenadines,2010-2015,45,5,0.00573
Saint Vincent and the Grenadines,2010-2015,50,5,0.00699
Saint Vincent and the Grenadines,2010-2015,55,5,0.00884
Saint Vincent and the Grenadines,2010-2015,60,5,0.01414
Saint Vincent and the Grenadines,2010-2015,65,5,0.02531
Saint Vincent and the Grenadines,2010-2015,70,5,0.03908
Saint Vincent and the Grenadines,2010-2015,75,5,0.05920
Saint Vincent and the Grenadines,2010-2015,80,5,0.08887
Saint Vincent and the Grenadines,2010-2015,85,15,0.16500
Samoa,2010-2015,0,1,0.02002
Samoa,2010-2015,1,4,0.00096
Samoa,2010-2015,5,5,0.00027
Samoa,2010-2015,10,5,0.00025
Samoa,2010-2015,15,5,0.00044
Samoa,2010-2015,20,5,0.00064
Samoa,2010-2015,25,5,0.00081
Samoa,2010-2015,30,5,0.00101
Samoa,2010-2015,35,5,0.00150
Samoa,2010-2015,40,5,0.00243
Samoa,2010-2015,45,5,0.00399
Samoa,2010-2015,50,5,0.00684
Samoa,2010-2015,55,5,0.01094
Samoa,2010-2015,60,5,0.01825
Samoa,2010-2015,65,5,0.02853
Samoa,2010-2015,70,5,0.04297
Samoa,2010-2015,75,5,0.06301
Samoa,2010-2015,80,5,0.09631
Samoa,2010-2015,85,15,0.17620
Sao Tome and Principe,2010-2015,0,1,0.04513
Sao Tome and Principe,2010-2015,1,4,0.00504
Sao Tome and Principe,2010-2015,5,5,0.00190
Sao Tome and Principe,2010-2015,10,5,0.00122
Sao Tome and Principe,2010-2015,15,5,0.00188
Sao Tome and Principe,2010-2015,20,5,0.00262
Sao Tome and Principe,2010-2015,25,5,0.00285
Sao Tome and Principe,2010-2015,30,5,0.00311
Sao Tome and Principe,2010-2015,35,5,0.00351
Sao Tome and Principe,2010-2015,40,5,0.00450
Sao Tome and Principe,2010-2015,45,5,0.00559
Sao Tome and Principe,2010-2015,50,5,0.00812
Sao Tome and Principe,2010-2015,55,5,0.01089
Sao Tome and Principe,2010-2015,60,5,0.01702
Sao Tome and Principe,2010-2015,65,5,0.02721
Sao Tome and Principe,2010-2015,70,5,0.04461
Sao Tome and Principe,2010-2015,75,5,0.07326
Sao Tome and Principe,2010-2015,80,5,0.11953
Sao Tome and Principe,2010-2015,85,15,0.22018
Saudi Arabia,2010-2015,0,1,0.01556
Saudi Arabia,2010-2015,1,4,0.00038
Saudi Arabia,2010-2015,5,5,0.00059
Saudi Arabia,2010-2015,10,5,0.00054
Saudi Arabia,2010-2015,15,5,0.00089
Saudi Arabia,2010-2015,20,5,0.00101
Saudi Arabia,2010-2015,25,5,0.00066
Saudi Arabia,2010-2015,30,5,0.00062
Saudi Arabia,2010-2015,35,5,0.00084
Saudi Arabia,2010-2015,40,5,0.00141
Saudi Arabia,2010-2015,45,5,0.00236
Saudi Arabia,2010-2015,50,5,0.00431
Saudi Arabia,2010-2015,55,5,0.00673
Saudi Arabia,2010-2015,60,5,0.01663
Saudi Arabia,2010-2015,65,5,0.02385
Saudi Arabia,2010-2015,70,5,0.04893
Saudi Arabia,2010-2015,75,5,0.06835
Saudi Arabia,2010-2015,80,5,0.11625
Saudi Arabia,2010-2015,85,15,0.20473
Senegal,2010-2015,0,1,0.04602
Senegal,2010-2015,1,4,0.00245
Senegal,2010-2015,5,5,0.00158
Senegal,2010-2015,10,5,0.00108
Senegal,2010-2015,15,5,0.00166
Senegal,2010-2015,20,5,0.00239
Senegal,2010-2015,25,5,0.00256
Senegal,2010-2015,30,5,0.00294
Senegal,2010-2015,35,5,0.00345
Senegal,2010-2015,40,5,0.00448
Senegal,2010-2015,45,5,0.00586
Senegal,2010-2015,50,5,0.00851
Senegal,2010-2015,55,5,0.01234
Senegal,2010-2015,60,5,0.01946
Senegal,2010-2015,65,5,0.03132
Senegal,2010-2015,70,5,0.05434
Senegal,2010-2015,75,5,0.09469
Senegal,2010-2015,80,5,0.16197
Senegal,2010-2015,85,15,0.28551
Serbia,2010-2015,0,1,0.00986
Serbia,2010-2015,1,4,0.00046
Serbia,2010-2015,5,5,0.00014
Serbia,2010-2015,10,5,0.00018
Serbia,2010-2015,15,5,0.00036
Serbia,2010-2015,20,5,0.00054
Serbia,2010-2015,25,5,0.00064
Serbia,2010-2015,30,5,0.00082
Serbia,2010-2015,35,5,0.00125
Serbia,2010-2015,40,5,0.00216
Serbia,2010-2015,45,5,0.00371
Serbia,2010-2015,50,5,0.00596
Serbia,2010-2015,55,5,0.00965
Serbia,2010-2015,60,5,0.01530
Serbia,2010-2015,65,5,0.02408
Serbia,2010-2015,70,5,0.03862
Serbia,2010-2015,75,5,0.06589
Serbia,2010-2015,80,5,0.10803
Serbia,2010-2015,85,15,0.20821
Seychelles,2010-2015,0,1,0.01028
Seychelles,2010-2015,1,4,0.00064
Seychelles,2010-2015,5,5,0.00022
Seychelles,2010-2015,10,5,0.00021
Seychelles,2010-2015,15,5,0.00043
Seychelles,2010-2015,20,5,0.00089
Seychelles,2010-2015,25,5,0.00122
Seychelles,2010-2015,30,5,0.00153
Seychelles,2010-2015,35,5,0.00245
Seychelles,2010-2015,40,5,0.00411
Seychelles,2010-2015,45,5,0.00596
Seychelles,2010-2015,50,5,0.00854
Seychelles,2010-2015,55,5,0.01285
Seychelles,2010-2015,60,5,0.01877
Seychelles,2010-2015,65,5,0.02729
Seychelles,2010-2015,70,5,0.03883
Seychelles,2010-2015,75,5,0.05697
Seychelles,2010-2015,80,5,0.08606
Seychelles,2010-2015,85,15,0.17413
Sierra Leone,2010-2015,0,1,0.10088
Sierra Leone,2010-2015,1,4,0.01131
Sierra Leone,2010-2015,5,5,0.00596
Sierra Leone,2010-2015,10,5,0.00338
Sierra Leone,2010-2015,15,5,0.00507
Sierra Leone,2010-2015,20,5,0.00778
Sierra Leone,2010-2015,25,5,0.00771
Sierra Leone,2010-2015,30,5,0.00807
Sierra Leone,2010-2015,35,5,0.00906
Sierra Leone,2010-2015,40,5,0.01112
Sierra Leone,2010-2015,45,5,0.01360
Sierra Leone,2010-2015,50,5,0.01809
Sierra Leone,2010-2015,55,5,0.02486
Sierra Leone,2010-2015,60,5,0.03721
Sierra Leone,2010-2015,65,5,0.05568
Sierra Leone,2010-2015,70,5,0.08880
Sierra Leone,2010-2015,75,5,0.14234
Sierra Leone,2010-2015,80,5,0.22358
Sierra Leone,2010-2015,85,15,0.35475
Singapore,2010-2015,0,1,0.00178
Singapore,2010-2015,1,4,0.00012
Singapore,2010-2015,5,5,0.00014
Singapore,2010-2015,10,5,0.00011
Singapore,2010-2015,15,5,0.00020
Singapore,2010-2015,20,5,0.00046
Singapore,2010-2015,25,5,0.00057
Singapore,2010-2015,30,5,0.00060
Singapore,2010-2015,35,5,0.00069
Singapore,2010-2015,40,5,0.00097
Singapore,2010-2015,45,5,0.00163
Singapore,2010-2015,50,5,0.00252
Singapore,2010-2015,55,5,0.00426
Singapore,2010-2015,60,5,0.00702
Singapore,2010-2015,65,5,0.01225
Singapore,2010-2015,70,5,0.01946
Singapore,2010-2015,75,5,0.03460
Singapore,2010-2015,80,5,0.05907
Singapore,2010-2015,85,15,0.12018
Slovakia,2010-2015,0,1,0.00494
Slovakia,2010-2015,1,4,0.00028
Slovakia,2010-2015,5,5,0.00015
Slovakia,2010-2015,10,5,0.00016
Slovakia,2010-2015,15,5,0.00035
Slovakia,2010-2015,20,5,0.00053
Slovakia,2010-2015,25,5,0.00058
Slovakia,2010-2015,30,5,0.00082
Slovakia,2010-2015,35,5,0.00134
Slovakia,2010-2015,40,5,0.00230
Slovakia,2010-2015,45,5,0.00391
Slovakia,2010-2015,50,5,0.00624
Slovakia,2010-2015,55,5,0.00950
Slovakia,2010-2015,60,5,0.01406
Slovakia,2010-2015,65,5,0.02092
Slovakia,2010-2015,70,5,0.03299
Slovakia,2010-2015,75,5,0.05414
Slovakia,2010-2015,80,5,0.09369
Slovakia,2010-2015,85,15,0.18663
Slovenia,2010-2015,0,1,0.00288
Slovenia,2010-2015,1,4,0.00012
Slovenia,2010-2015,5,5,0.00007
Slovenia,2010-2015,10,5,0.00011
Slovenia,2010-2015,15,5,0.00025
Slovenia,2010-2015,20,5,0.00050
Slovenia,2010-2015,25,5,0.00050
Slovenia,2010-2015,30,5,0.00055
Slovenia,2010-2015,35,5,0.00091
Slovenia,2010-2015,40,5,0.00129
Slovenia,2010-2015,45,5,0.00206
Slovenia,2010-2015,50,5,0.00364
Slovenia,2010-2015,55,5,0.00661
Slovenia,2010-2015,60,5,0.01001
Slovenia,2010-2015,65,5,0.01430
Slovenia,2010-2015,70,5,0.02116
Slovenia,2010-2015,75,5,0.03621
Slovenia,2010-2015,80,5,0.06824
Slovenia,2010-2015,85,15,0.16563
Solomon Islands,2010-2015,0,1,0.03930
Solomon Islands,2010-2015,1,4,0.00244
Solomon Islands,2010-2015,5,5,0.00088
Solomon Islands,2010-2015,10,5,0.00071
Solomon Islands,2010-2015,15,5,0.00121
Solomon Islands,2010-2015,20,5,0.00169
Solomon Islands,2010-2015,25,5,0.00183
Solomon Islands,2010-2015,30,5,0.00212
Solomon Islands,2010-2015,35,5,0.00270
Solomon Islands,2010-2015,40,5,0.00374
Solomon Islands,2010-2015,45,5,0.00557
Solomon Islands,2010-2015,50,5,0.00847
Solomon Islands,2010-2015,55,5,0.01307
Solomon Islands,2010-2015,60,5,0.02040
Solomon Islands,2010-2015,65,5,0.03248
Solomon Islands,2010-2015,70,5,0.05299
Solomon Islands,2010-2015,75,5,0.08612
Solomon Islands,2010-2015,80,5,0.13973
Solomon Islands,2010-2015,85,15,0.24716
Somalia,2010-2015,0,1,0.08430
Somalia,2010-2015,1,4,0.01459
Somalia,2010-2015,5,5,0.00468
Somalia,2010-2015,10,5,0.00334
Somalia,2010-2015,15,5,0.00353
Somalia,2010-2015,20,5,0.00463
Somalia,2010-2015,25,5,0.00558
Somalia,2010-2015,30,5,0.00654
Somalia,2010-2015,35,5,0.00802
Somalia,2010-2015,40,5,0.00904
Somalia,2010-2015,45,5,0.01032
Somalia,2010-2015,50,5,0.01270
Somalia,2010-2015,55,5,0.01691
Somalia,2010-2015,60,5,0.02455
Somalia,2010-2015,65,5,0.03753
Somalia,2010-2015,70,5,0.05873
Somalia,2010-2015,75,5,0.09202
Somalia,2010-2015,80,5,0.14182
Somalia,2010-2015,85,15,0.23810
South Africa,2010-2015,0,1,0.03961
South Africa,2010-2015,1,4,0.00328
South Africa,2010-2015,5,5,0.00269
South Africa,2010-2015,10,5,0.00315
South Africa,2010-2015,15,5,0.00200
South Africa,2010-2015,20,5,0.00262
South Africa,2010-2015,25,5,0.00638
South Africa,2010-2015,30,5,0.01053
South Africa,2010-2015,35,5,0.01679
South Africa,2010-2015,40,5,0.01695
South Africa,2010-2015,45,5,0.01826
South Africa,2010-2015,50,5,0.01890
South Africa,2010-2015,55,5,0.02175
South Africa,2010-2015,60,5,0.02885
South Africa,2010-2015,65,5,0.04011
South Africa,2010-2015,70,5,0.05844
South Africa,2010-2015,75,5,0.08303
South Africa,2010-2015,80,5,0.12251
South Africa,2010-2015,85,15,0.20359
South America,2010-2015,0,1,0.01948
South America,2010-2015,1,4,0.00143
South America,2010-2015,5,5,0.00041
South America,2010-2015,10,5,0.00039
South America,2010-2015,15,5,0.00094
South America,2010-2015,20,5,0.00148
South America,2010-2015,25,5,0.00170
South America,2010-2015,30,5,0.00186
South America,2010-2015,35,5,0.00223
South America,2010-2015,40,5,0.00295
South America,2010-2015,45,5,0.00415
South America,2010-2015,50,5,0.00602
South America,2010-2015,55,5,0.00891
South America,2010-2015,60,5,0.01324
South America,2010-2015,65,5,0.01969
South America,2010-2015,70,5,0.03048
South America,2010-2015,75,5,0.04803
South America,2010-2015,80,5,0.07477
South America,2010-2015,85,15,0.15057
South Sudan,2010-2015,0,1,0.08232
South Sudan,2010-2015,1,4,0.01247
South Sudan,2010-2015,5,5,0.00448
South Sudan,2010-2015,10,5,0.00269
South Sudan,2010-2015,15,5,0.00328
South Sudan,2010-2015,20,5,0.00451
South Sudan,2010-2015,25,5,0.00609
South Sudan,2010-2015,30,5,0.00773
South Sudan,2010-2015,35,5,0.00983
South Sudan,2010-2015,40,5,0.01063
South Sudan,2010-2015,45,5,0.01163
South Sudan,2010-2015,50,5,0.01358
South Sudan,2010-2015,55,5,0.01664
South Sudan,2010-2015,60,5,0.02383
South Sudan,2010-2015,65,5,0.03595
South Sudan,2010-2015,70,5,0.05634
South Sudan,2010-2015,75,5,0.08827
South Sudan,2010-2015,80,5,0.13937
South Sudan,2010-2015,85,15,0.23673
South-Central Asia,2010-2015,0,1,0.04534
South-Central Asia,2010-2015,1,4,0.00306
South-Central Asia,2010-2015,5,5,0.00100
South-Central Asia,2010-2015,10,5,0.00074
South-Central Asia,2010-2015,15,5,0.00114
South-Central Asia,2010-2015,20,5,0.00159
South-Central Asia,2010-2015,25,5,0.00182
South-Central Asia,2010-2015,30,5,0.00217
South-Central Asia,2010-2015,35,5,0.00284
South-Central Asia,2010-2015,40,5,0.00382
South-Central Asia,2010-2015,45,5,0.00542
South-Central Asia,2010-2015,50,5,0.00800
South-Central Asia,2010-2015,55,5,0.01243
South-Central Asia,2010-2015,60,5,0.01991
South-Central Asia,2010-2015,65,5,0.03212
South-Central Asia,2010-2015,70,5,0.04909
South-Central Asia,2010-2015,75,5,0.07345
South-Central Asia,2010-2015,80,5,0.10832
South-Central Asia,2010-2015,85,15,0.18671
South-Eastern Asia,2010-2015,0,1,0.02496
South-Eastern Asia,2010-2015,1,4,0.00154
South-Eastern Asia,2010-2015,5,5,0.00070
South-Eastern Asia,2010-2015,10,5,0.00064
South-Eastern Asia,2010-2015,15,5,0.00102
South-Eastern Asia,2010-2015,20,5,0.00144
South-Eastern Asia,2010-2015,25,5,0.00173
South-Eastern Asia,2010-2015,30,5,0.00211
South-Eastern Asia,2010-2015,35,5,0.00272
South-Eastern Asia,2010-2015,40,5,0.00372
South-Eastern Asia,2010-2015,45,5,0.00535
South-Eastern Asia,2010-2015,50,5,0.00789
South-Eastern Asia,2010-2015,55,5,0.01192
South-Eastern Asia,2010-2015,60,5,0.01854
South-Eastern Asia,2010-2015,65,5,0.02926
South-Eastern Asia,2010-2015,70,5,0.04540
South-Eastern Asia,2010-2015,75,5,0.06942
South-Eastern Asia,2010-2015,80,5,0.10451
South-Eastern Asia,2010-2015,85,15,0.18535
Southern Africa,2010-2015,0,1,0.04090
Southern Africa,2010-2015,1,4,0.00340
Southern Africa,2010-2015,5,5,0.00262
Southern Africa,2010-2015,10,5,0.00276
Southern Africa,2010-2015,15,5,0.00216
Southern Africa,2010-2015,20,5,0.00284
Southern Africa,2010-2015,25,5,0.00621
Southern Africa,2010-2015,30,5,0.01121
Southern Africa,2010-2015,35,5,0.01586
Southern Africa,2010-2015,40,5,0.01742
Southern Africa,2010-2015,45,5,0.01775
Southern Africa,2010-2015,50,5,0.01876
Southern Africa,2010-2015,55,5,0.02156
Southern Africa,2010-2015,60,5,0.02810
Southern Africa,2010-2015,65,5,0.03937
Southern Africa,2010-2015,70,5,0.05772
Southern Africa,2010-2015,75,5,0.08501
Southern Africa,2010-2015,80,5,0.12327
Southern Africa,2010-2015,85,15,0.20288
Southern Asia,2010-2015,0,1,0.04577
Southern Asia,2010-2015,1,4,0.00310
Southern Asia,2010-2015,5,5,0.00100
Southern Asia,2010-2015,10,5,0.00075
Southern Asia,2010-2015,15,5,0.00115
Southern Asia,2010-2015,20,5,0.00161
Southern Asia,2010-2015,25,5,0.00183
Southern Asia,2010-2015,30,5,0.00217
Southern Asia,2010-2015,35,5,0.00283
Southern Asia,2010-2015,40,5,0.00380
Southern Asia,2010-2015,45,5,0.00538
Southern Asia,2010-2015,50,5,0.00795
Southern Asia,2010-2015,55,5,0.01238
Southern Asia,2010-2015,60,5,0.01990
Southern Asia,2010-2015,65,5,0.03218
Southern Asia,2010-2015,70,5,0.04916
Southern Asia,2010-2015,75,5,0.07347
Southern Asia,2010-2015,80,5,0.10823
Southern Asia,2010-2015,85,15,0.18642
Southern Europe,2010-2015,0,1,0.00379
Southern Europe,2010-2015,1,4,0.00017
Southern Europe,2010-2015,5,5,0.00009
Southern Europe,2010-2015,10,5,0.00011
Southern Europe,2010-2015,15,5,0.00024
Southern Europe,2010-2015,20,5,0.00037
Southern Europe,2010-2015,25,5,0.00042
Southern Europe,2010-2015,30,5,0.00051
Southern Europe,2010-2015,35,5,0.00072
Southern Europe,2010-2015,40,5,0.00118
Southern Europe,2010-2015,45,5,0.00199
Southern Europe,2010-2015,50,5,0.00327
Southern Europe,2010-2015,55,5,0.00525
Southern Europe,2010-2015,60,5,0.00814
Southern Europe,2010-2015,65,5,0.01215
Southern Europe,2010-2015,70,5,0.02063
Southern Europe,2010-2015,75,5,0.03607
Southern Europe,2010-2015,80,5,0.06218
Southern Europe,2010-2015,85,15,0.14664
Spain,2010-2015,0,1,0.00301
Spain,2010-2015,1,4,0.00015
Spain,2010-2015,5,5,0.00009
Spain,2010-2015,10,5,0.00009
Spain,2010-2015,15,5,0.00018
Spain,2010-2015,20,5,0.00028
Spain,2010-2015,25,5,0.00031
Spain,2010-2015,30,5,0.00042
Spain,2010-2015,35,5,0.00061
Spain,2010-2015,40,5,0.00107
Spain,2010-2015,45,5,0.00191
Spain,2010-2015,50,5,0.00308
Spain,2010-2015,55,5,0.00473
Spain,2010-2015,60,5,0.00706
Spain,2010-2015,65,5,0.01040
Spain,2010-2015,70,5,0.01671
Spain,2010-2015,75,5,0.02943
Spain,2010-2015,80,5,0.05569
Spain,2010-2015,85,15,0.15275
Sri Lanka,2010-2015,0,1,0.00829
Sri Lanka,2010-2015,1,4,0.00035
Sri Lanka,2010-2015,5,5,0.00031
Sri Lanka,2010-2015,10,5,0.00035
Sri Lanka,2010-2015,15,5,0.00087
Sri Lanka,2010-2015,20,5,0.00156
Sri Lanka,2010-2015,25,5,0.00156
Sri Lanka,2010-2015,30,5,0.00154
Sri Lanka,2010-2015,35,5,0.00221
Sri Lanka,2010-2015,40,5,0.00297
